datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed,visibility,conditions
1996-01-01,35.9,10.9,24.5,0.1,36.7,0.0,8.6,8.5,Clear
1996-01-02,41.4,19.4,31.3,16.1,53.6,0.0,8.5,7.6,Partially cloudy
1996-01-03,38.9,11.7,25.6,7.4,48.0,0.0,14.8,7.8,Partially cloudy
1996-01-04,31.8,7.4,20.6,2.6,47.2,0.0,8.0,7.9,Partially cloudy
1996-01-05,35.6,26.6,32.0,21.9,67.6,0.001,8.2,4.9,Snow Rain Overcast
1996-01-06,47.7,29.1,38.2,32.5,80.7,0.002,5.7,2.5,Rain Partially cloudy
1996-01-07,41.0,27.9,35.9,32.7,88.3,0.0,7.9,2.1,Partially cloudy
1996-01-08,35.4,13.3,23.3,9.6,58.4,0.0,15.5,6.8,Partially cloudy
1996-01-09,30.2,11.3,20.0,5.4,54.4,0.0,9.1,8.6,Clear
1996-01-10,32.0,11.2,22.2,3.7,48.7,0.0,9.2,8.4,Clear
1996-01-11,37.2,11.0,23.9,10.0,58.4,0.0,6.9,6.4,Partially cloudy
1996-01-12,46.8,14.4,30.4,15.2,58.0,0.0,10.2,6.6,Clear
1996-01-13,48.0,19.5,34.7,20.7,58.2,0.0,8.1,7.2,Partially cloudy
1996-01-14,40.9,29.4,36.9,33.5,87.6,0.002,6.7,3.3,Rain Overcast
1996-01-15,38.8,34.0,36.1,33.2,89.3,0.003,8.0,2.2,Rain Overcast
1996-01-16,33.3,19.1,26.1,13.2,60.1,0.001,10.6,7.1,Snow Partially cloudy
1996-01-17,30.2,16.8,23.6,9.0,54.4,0.0,8.4,7.8,Partially cloudy
1996-01-18,32.1,20.0,24.9,7.4,48.4,0.0,7.6,7.1,Partially cloudy
1996-01-19,35.7,17.3,26.5,10.9,53.5,0.0,7.6,7.0,Partially cloudy
1996-01-20,37.1,23.5,30.0,19.5,66.0,0.0,8.7,6.3,Partially cloudy
1996-01-21,37.2,13.2,27.5,16.5,66.6,0.0,8.6,6.5,Partially cloudy
1996-01-22,37.8,20.4,30.2,15.7,55.7,0.0,7.0,7.1,Partially cloudy
1996-01-23,33.7,19.2,27.7,11.9,53.0,0.0,9.2,7.5,Partially cloudy
1996-01-24,32.0,14.9,23.7,7.2,51.3,0.0,8.2,8.2,Clear
1996-01-25,28.5,13.4,20.9,5.9,53.2,0.0,12.4,8.2,Partially cloudy
1996-01-26,30.4,10.5,20.3,4.5,52.1,0.0,8.0,8.0,Clear
1996-01-27,37.1,14.4,27.6,17.3,66.1,0.0,11.2,7.1,Partially cloudy
1996-01-28,43.8,24.2,33.1,24.9,74.6,0.0,14.2,5.1,Partially cloudy
1996-01-29,39.4,19.2,31.0,15.2,54.3,0.0,15.0,6.5,Partially cloudy
1996-01-30,28.5,13.5,21.1,-5.8,31.4,0.0,12.7,8.6,Clear
1996-01-31,30.1,9.4,18.6,3.7,52.8,0.0,11.3,8.0,Partially cloudy
1996-02-01,23.2,6.5,16.2,0.0,50.0,0.006,15.3,8.3,Snow Partially cloudy
1996-02-02,23.1,8.1,14.7,-5.2,41.9,0.0,17.5,8.0,Clear
1996-02-03,34.2,5.5,21.8,10.3,64.1,0.0,8.4,7.4,Partially cloudy
1996-02-04,36.7,19.9,30.8,27.0,85.8,0.0,11.0,4.6,Partially cloudy
1996-02-05,31.8,16.7,22.6,4.9,48.6,0.0,14.0,7.4,Partially cloudy
1996-02-06,28.4,13.1,18.7,-1.8,42.0,0.0,10.1,7.9,Clear
1996-02-07,33.4,11.2,22.4,8.0,56.8,0.0,6.6,4.9,Partially cloudy
1996-02-08,35.6,16.5,26.6,17.0,67.8,0.0,11.1,4.4,Partially cloudy
1996-02-09,29.8,14.1,21.2,9.1,60.9,0.0,10.2,7.0,Partially cloudy
1996-02-10,32.3,12.4,22.9,6.8,52.5,0.0,9.0,8.0,Clear
1996-02-11,42.5,17.7,31.9,22.2,68.0,0.0,12.4,8.6,Partially cloudy
1996-02-12,53.9,32.5,42.1,33.7,73.0,0.0,7.3,5.4,Partially cloudy
1996-02-13,59.0,32.3,45.2,37.5,75.9,0.0,9.3,2.8,Partially cloudy
1996-02-14,51.3,28.5,40.8,35.5,83.0,0.0,7.9,1.4,Partially cloudy
1996-02-15,42.9,27.0,34.5,7.7,33.7,0.0,13.1,7.4,Partially cloudy
1996-02-16,39.0,18.6,28.1,5.4,38.6,0.0,10.2,8.1,Partially cloudy
1996-02-17,37.6,20.4,28.4,1.4,32.0,0.0,12.9,8.2,Partially cloudy
1996-02-18,51.4,18.2,28.0,7.6,43.5,0.0,8.5,8.4,Partially cloudy
1996-02-19,34.1,16.0,25.1,2.0,39.8,0.0,9.9,8.9,Clear
1996-02-20,33.1,12.8,23.4,1.3,42.0,0.0,15.2,9.1,Clear
1996-02-21,35.5,12.3,23.8,4.0,44.7,0.0,10.0,8.2,Clear
1996-02-22,39.0,11.2,27.2,11.5,54.1,0.0,10.2,8.1,Clear
1996-02-23,41.1,16.5,30.4,15.6,58.5,0.0,9.6,7.9,Clear
1996-02-24,44.0,16.1,30.7,11.7,48.9,0.0,8.1,7.1,Partially cloudy
1996-02-25,42.5,24.0,33.2,19.3,58.9,0.0,9.0,6.0,Partially cloudy
1996-02-26,46.5,21.7,34.2,23.0,66.9,0.0,11.3,4.9,Partially cloudy
1996-02-27,37.5,16.2,28.9,12.6,51.4,0.0,12.5,8.2,Clear
1996-02-28,44.3,14.9,30.0,17.5,61.4,0.0,8.0,7.6,Clear
1996-02-29,44.7,25.9,36.2,27.4,71.9,0.0,8.0,5.6,Partially cloudy
1996-03-01,42.7,28.5,35.0,18.6,55.4,0.0,14.6,7.0,Partially cloudy
1996-03-02,45.0,19.5,33.5,17.8,55.1,0.0,13.1,7.6,Clear
1996-03-03,45.2,19.8,34.1,15.9,50.3,0.0,12.8,8.9,Clear
1996-03-04,48.3,26.4,37.4,23.8,62.0,0.0,9.7,7.5,Partially cloudy
1996-03-05,48.5,24.0,35.8,18.3,54.2,0.0,9.2,7.6,Partially cloudy
1996-03-06,50.3,22.1,39.5,21.3,50.0,0.0,6.8,5.8,Partially cloudy
1996-03-07,46.7,37.9,42.4,36.9,82.3,0.0,12.4,3.3,Overcast
1996-03-08,46.1,34.2,38.4,24.0,56.8,0.012,15.7,7.4,Rain Partially cloudy
1996-03-09,42.8,30.7,37.2,24.2,61.2,0.0,12.0,6.3,Partially cloudy
