datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed,visibility,conditions
2004-01-01,45.0,26.6,36.9,31.1,80.3,0.0,9.1,1.7,Partially cloudy
2004-01-02,42.9,34.1,37.8,28.0,71.0,0.117,11.2,4.1,Snow Rain Partially cloudy
2004-01-03,46.7,26.9,37.0,24.8,64.8,0.0,10.1,6.3,Clear
2004-01-04,44.7,22.9,33.1,16.4,56.0,0.0,6.9,7.0,Clear
2004-01-05,48.0,22.2,34.1,22.2,63.8,0.0,6.8,6.5,Clear
2004-01-06,44.7,30.1,38.1,30.9,75.8,0.0,4.6,2.8,Partially cloudy
2004-01-07,41.9,25.7,35.6,26.3,71.3,0.0,12.9,3.3,Partially cloudy
2004-01-08,41.2,19.6,30.0,13.0,52.0,0.0,7.6,6.9,Partially cloudy
2004-01-09,42.9,21.3,33.0,21.8,66.1,0.0,8.2,5.9,Partially cloudy
2004-01-10,37.9,24.7,32.0,14.0,51.3,0.0,13.4,6.4,Partially cloudy
2004-01-11,39.8,17.6,27.8,10.9,51.4,0.0,6.5,7.4,Partially cloudy
2004-01-12,35.6,21.3,30.2,24.0,78.7,0.077,16.1,4.7,Snow Partially cloudy
2004-01-13,25.7,16.2,21.4,11.8,68.0,0.001,21.9,7.1,Snow Partially cloudy
2004-01-14,31.9,11.8,21.9,8.0,57.0,0.0,6.9,7.9,Partially cloudy
2004-01-15,37.3,17.4,27.5,17.9,68.3,0.001,8.5,5.8,Snow Rain Partially cloudy
2004-01-16,41.9,20.9,31.5,24.5,77.4,0.0,6.7,3.0,Partially cloudy
2004-01-17,37.6,33.5,34.7,31.9,89.5,0.161,5.7,2.3,Snow Rain Overcast
2004-01-18,35.0,30.4,33.2,30.6,90.0,0.198,10.7,2.1,Snow Rain Overcast
2004-01-19,35.5,23.3,30.1,19.6,67.4,0.002,8.0,5.6,Snow Rain Partially cloudy
2004-01-20,35.3,16.1,25.8,11.7,58.0,0.038,18.3,6.3,Snow Partially cloudy
2004-01-21,15.8,3.2,8.1,-7.3,49.6,0.139,17.6,7.6,Snow
2004-01-22,15.9,2.0,8.3,-5.0,54.9,0.0,14.3,7.7,Clear
2004-01-23,24.9,6.9,17.3,1.7,52.1,0.0,9.1,8.1,Clear
2004-01-24,25.1,4.8,17.2,6.0,63.3,0.0,9.2,7.3,Partially cloudy
2004-01-25,25.1,8.6,18.1,9.1,69.2,0.0,9.6,7.5,Partially cloudy
2004-01-26,30.1,4.7,19.2,7.4,63.5,0.0,8.9,7.3,Partially cloudy
2004-01-27,33.6,11.9,23.5,11.1,60.7,0.0,10.2,6.7,Clear
2004-01-28,42.6,15.8,29.7,19.6,66.9,0.0,9.0,6.6,Partially cloudy
2004-01-29,44.4,30.1,35.6,26.5,70.5,0.0,9.0,5.2,Partially cloudy
