datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed,visibility,conditions
2010-01-01,26.6,5.2,17.7,2.9,53.4,0.0,8.0,8.3,Partially cloudy
2010-01-02,32.4,21.7,27.1,20.5,76.3,0.051,9.7,4.9,Snow Partially cloudy
2010-01-03,26.1,12.4,19.7,5.1,54.8,0.0,8.0,7.3,Partially cloudy
2010-01-04,26.0,16.7,22.2,18.0,83.9,0.531,10.6,3.6,Snow Partially cloudy
2010-01-05,19.7,5.5,14.7,5.9,68.1,0.003,9.1,6.6,Snow Partially cloudy
2010-01-06,17.0,-1.6,9.5,1.4,70.0,0.001,8.0,6.5,Snow Partially cloudy
2010-01-07,21.5,-0.5,10.8,2.2,69.1,0.001,6.7,5.6,Snow
2010-01-08,25.5,1.8,14.0,7.0,74.4,0.0,9.0,4.4,Clear
2010-01-09,28.4,7.9,20.2,14.5,78.8,0.019,5.1,3.2,Snow Partially cloudy
2010-01-10,33.3,18.8,24.4,20.0,83.6,0.0,6.1,2.9,Partially cloudy
2010-01-11,29.5,13.3,21.6,16.3,80.3,0.0,8.0,3.2,Partially cloudy
2010-01-12,19.0,10.3,14.7,1.6,57.4,0.0,8.8,7.4,Partially cloudy
2010-01-13,13.5,3.0,8.9,-4.6,53.6,0.0,10.3,8.1,Clear
2010-01-14,25.0,-0.2,13.2,0.9,59.5,0.0,4.7,7.3,Partially cloudy
2010-01-15,30.6,12.9,22.2,13.2,68.6,0.0,8.1,5.8,Partially cloudy
2010-01-16,27.8,3.5,17.8,5.6,61.6,0.0,6.7,6.5,Clear
2010-01-17,34.6,6.9,21.3,10.8,65.9,0.0,6.7,6.1,Clear
2010-01-18,37.4,15.6,29.6,22.1,74.2,0.001,6.0,4.7,Rain Partially cloudy
2010-01-19,44.1,24.0,34.9,27.2,75.3,0.019,7.2,3.4,Rain Partially cloudy
2010-01-20,46.9,37.3,40.8,39.7,95.9,0.421,6.7,0.8,Rain Overcast
2010-01-21,37.6,19.7,27.3,16.7,64.9,0.121,13.5,6.8,Snow Rain Partially cloudy
2010-01-22,27.6,15.3,20.6,4.6,50.4,0.0,13.2,8.3,Clear
2010-01-23,31.2,14.2,22.5,6.3,51.3,0.0,8.0,7.9,Clear
2010-01-24,41.0,23.7,31.9,22.5,68.9,0.0,12.5,7.3,Partially cloudy
2010-01-25,38.3,19.6,29.5,14.6,55.3,0.0,13.4,6.0,Partially cloudy
2010-01-26,34.0,12.9,23.6,8.7,54.5,0.0,8.0,8.7,Clear
2010-01-27,41.2,21.1,30.6,22.4,74.8,0.116,7.8,5.5,Snow Rain Partially cloudy
2010-01-28,37.7,26.2,33.1,24.1,71.8,0.019,10.8,5.3,Snow Rain Partially cloudy
2010-01-29,36.5,16.9,27.9,15.6,59.6,0.0,12.4,7.6,Partially cloudy
2010-01-30,42.1,23.0,33.4,23.8,69.3,0.0,11.5,6.0,Partially cloudy
2010-01-31,41.2,26.5,33.6,29.5,85.4,0.0,6.0,2.9,Partially cloudy
2010-02-01,40.4,28.4,33.4,26.4,77.0,0.0,11.0,3.1,Partially cloudy
2010-02-02,27.7,17.9,23.0,-2.6,33.6,0.0,14.7,9.5,Clear
2010-02-03,24.1,13.5,18.0,-3.6,39.1,0.0,12.6,8.8,Clear
