datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed,visibility,conditions
2012-01-01,32.6,19.5,27.2,17.3,66.9,0.0,15.3,3.8,Partially cloudy
2012-01-02,30.2,12.2,22.3,13.0,68.1,0.0,7.8,3.7,Partially cloudy
2012-01-03,33.8,15.9,23.3,15.3,72.2,0.019,10.8,3.0,Snow Partially cloudy
2012-01-04,25.7,15.0,19.7,5.9,55.5,0.0,10.3,5.6,Clear
2012-01-05,29.3,10.5,19.9,5.4,55.8,0.0,9.0,6.6,Clear
2012-01-06,34.4,19.5,26.8,8.6,47.3,0.0,11.0,7.3,Partially cloudy
2012-01-07,34.5,11.9,22.9,7.8,54.0,0.0,6.7,5.1,Clear
2012-01-08,33.8,15.5,25.3,13.4,61.7,0.0,8.9,4.9,Partially cloudy
2012-01-09,36.5,23.9,30.6,21.3,68.7,0.0,8.9,2.8,Partially cloudy
2012-01-10,34.8,18.0,27.0,13.7,58.6,0.0,9.1,4.4,Partially cloudy
2012-01-11,26.7,15.0,21.8,3.7,46.0,0.0,12.5,6.5,Clear
2012-01-12,33.9,9.7,22.0,9.7,59.9,0.0,8.5,6.6,Partially cloudy
2012-01-13,37.5,21.4,28.8,14.9,59.7,0.0,10.3,5.1,Partially cloudy
2012-01-14,35.9,12.3,26.3,11.5,55.5,0.0,9.0,7.7,Partially cloudy
2012-01-15,33.0,20.4,27.0,9.9,50.4,0.0,7.8,7.0,Partially cloudy
2012-01-16,44.6,16.8,29.8,13.6,52.5,0.0,5.6,7.6,Partially cloudy
2012-01-17,46.0,26.5,34.5,20.1,56.4,0.0,8.0,6.2,Partially cloudy
2012-01-18,41.3,21.3,31.4,14.2,50.7,0.0,6.7,4.1,Partially cloudy
2012-01-19,45.7,27.7,38.1,25.3,60.3,0.041,10.0,5.3,Snow Rain Overcast
2012-01-20,46.4,35.9,40.9,30.2,66.5,0.039,9.1,8.0,Rain Overcast
2012-01-21,41.3,28.6,36.2,25.3,64.6,0.025,8.9,6.2,Rain Partially cloudy
2012-01-22,27.6,11.7,20.0,-1.7,39.2,0.0,12.5,7.0,Partially cloudy
2012-01-23,22.1,10.2,15.1,-7.9,35.8,0.0,12.7,8.2,Clear
2012-01-24,27.5,7.8,18.1,-3.8,39.4,0.0,8.9,8.3,Clear
2012-01-25,23.9,12.1,17.6,-1.8,44.3,0.075,11.4,8.2,Snow
2012-01-26,37.3,13.7,24.7,10.8,55.8,0.0,11.4,7.6,Partially cloudy
2012-01-27,40.3,19.4,29.5,20.4,69.6,0.0,7.9,3.5,Partially cloudy
2012-01-28,36.7,17.7,28.0,-0.8,30.4,0.0,6.9,8.3,Partially cloudy
2012-01-29,35.7,17.6,26.6,-3.7,28.5,0.0,10.3,7.8,Clear
2012-01-30,29.5,13.5,21.7,-9.0,25.9,0.0,8.5,8.4,Clear
2012-01-31,31.4,11.5,22.8,7.4,54.9,0.161,12.4,6.4,Snow Rain Partially cloudy
2012-02-01,17.5,4.4,10.3,-6.0,47.7,0.0,12.6,7.7,Clear
2012-02-02,13.3,1.8,7.1,-10.5,44.1,0.0,10.3,7.6,Clear
2012-02-03,23.5,-1.2,13.5,-0.4,55.5,0.0,9.0,7.2,Partially cloudy
2012-02-04,34.0,16.2,25.8,10.5,55.9,0.0,11.0,6.3,Partially cloudy
2012-02-05,39.8,21.4,28.5,8.9,46.7,0.001,3.4,7.5,Snow Rain Partially cloudy
2012-02-06,44.2,21.2,32.0,16.5,55.6,0.0,10.1,6.5,Partially cloudy
2012-02-07,32.2,11.5,18.9,0.1,44.9,0.0,14.6,7.3,Clear
2012-02-08,24.9,6.2,16.8,-3.0,42.0,0.0,12.5,8.4,Partially cloudy
2012-02-09,31.5,11.2,23.3,7.5,52.2,0.0,9.5,8.3,Partially cloudy
2012-02-10,34.7,15.1,25.8,9.6,50.6,0.0,13.0,8.2,Partially cloudy
2012-02-11,33.1,11.3,23.7,3.0,43.7,0.0,9.4,8.4,Clear
2012-02-12,39.8,19.4,29.8,6.9,45.4,0.0,5.7,8.0,Partially cloudy
2012-02-13,46.4,29.3,35.8,8.2,32.8,0.0,6.7,8.0,Partially cloudy
2012-02-14,46.4,27.4,36.2,20.1,53.6,0.0,9.9,4.7,Partially cloudy
2012-02-15,37.3,24.1,30.4,3.9,35.4,0.0,10.9,7.5,Partially cloudy
2012-02-16,37.5,17.0,27.1,1.9,34.2,0.0,15.0,8.3,Partially cloudy
2012-02-17,28.4,16.9,21.6,-2.7,34.5,0.0,20.3,8.4,Clear
2012-02-18,26.6,13.9,19.9,-1.5,39.9,0.0,12.1,8.4,Clear
2012-02-19,33.2,10.3,22.1,0.9,42.9,0.0,10.0,8.4,Clear
2012-02-20,42.0,15.7,29.3,15.4,57.6,0.0,10.3,7.9,Clear
2012-02-21,42.1,23.8,33.4,22.5,65.8,0.0,6.6,4.3,Partially cloudy
2012-02-22,52.9,22.3,38.7,23.1,56.4,0.0,11.6,4.8,Partially cloudy
2012-02-23,46.4,28.6,40.2,27.9,62.6,0.011,13.8,3.9,Rain Partially cloudy
2012-02-24,49.2,25.0,37.7,26.7,66.3,0.0,11.4,2.9,Partially cloudy
